experiment_id	animal_id	researcher_name	sweep_id	sweep_name	sweep_parameters_text	num_points_per_cycle	num_cycles	sweep_period_ms	stim_used	hardware_version	firmware_version	device_agnd_mv	device_gain	device_vref_positive_mv	software_version	software_file_format
Experiment	Animal	NAVEEN	5	Custom Sweep 3	AGND_V,1.500000;SAMPLE_RATE_S,0.000010;DAC_RANGE_V,2.500000;NUM_DAC_BITS,4096;IDLE_VOLTAGE,0.000000;	1000	200	9.970000e+001	false	2	5	1500	44200	3000	2.0.9	2
#
potential	current_0	current_1	current_2	current_3	current_4	current_5	current_6	current_7	current_8	current_9	current_10	current_11	current_12	current_13	current_14	current_15	current_16	current_17	current_18	current_19	current_20	current_21	current_22	current_23	current_24	current_25	current_26	current_27	current_28	current_29	current_30	current_31	current_32	current_33	current_34	current_35	current_36	current_37	current_38	current_39	current_40	current_41	current_42	current_43	current_44	current_45	current_46	current_47	current_48	current_49	current_50	current_51	current_52	current_53	current_54	current_55	current_56	current_57	current_58	current_59	current_60	current_61	current_62	current_63	current_64	current_65	current_66	current_67	current_68	current_69	current_70	current_71	current_72	current_73	current_74	current_75	current_76	current_77	current_78	current_79	current_80	current_81	current_82	current_83	current_84	current_85	current_86	current_87	current_88	current_89	current_90	current_91	current_92	current_93	current_94	current_95	current_96	current_97	current_98	current_99	current_100	current_101	current_102	current_103	current_104	current_105	current_106	current_107	current_108	current_109	current_110	current_111	current_112	current_113	current_114	current_115	current_116	current_117	current_118	current_119	current_120	current_121	current_122	current_123	current_124	current_125	current_126	current_127	current_128	current_129	current_130	current_131	current_132	current_133	current_134	current_135	current_136	current_137	current_138	current_139	current_140	current_141	current_142	current_143	current_144	current_145	current_146	current_147	current_148	current_149	current_150	current_151	current_152	current_153	current_154	current_155	current_156	current_157	current_158	current_159	current_160	current_161	current_162	current_163	current_164	current_165	current_166	current_167	current_168	current_169	current_170	current_171	current_172	current_173	current_174	current_175	current_176	current_177	current_178	current_179	current_180	current_181	current_182	current_183	current_184	current_185	current_186	current_187	current_188	current_189	current_190	current_191	current_192	current_193	current_194	current_195	current_196	current_197	current_198	current_199
-0.400024	-39.743622	-21.878410	12.039598	-8.673690	-33.011803	-25.503237	-20.842747	-21.360579	-116.900620	-35.083134	-56.573170	28.869146	-51.394848	-9.450438	-28.351313	-44.663029	16.959005	-45.439777	24.985405	-48.287853	-9.191522	-43.368446	12.039598	-21.619495	1.941871	-50.359180	17.994669	-59.939079	-8.414773	-26.021069	-52.948341	0.129458	-41.038204	-53.466175	-1.424039	-38.707958	-50.618099	16.182257	-23.690823	-67.188728	-26.538900	-1.941871	-45.180859	-64.858482	-44.663029	-55.796421	-4.013200	-67.447647	-8.155857	-16.700089	-61.233658	-17.476837	-25.503237	15.923341	-40.261456	10.486102	-26.538900	-61.492577	-47.252190	-58.385582	-74.438377	-60.456909	-45.698692	-28.869146	-29.386978	35.859879	-20.583830	-13.593096	11.780683	-101.365654	11.521767	-28.092398	-93.598175	-43.368446	-54.501839	-44.404110	-33.788551	-92.821426	-50.877014	-56.314251	-13.334179	-54.242924	-50.618099	-30.422642	-40.520370	-42.591698	4.531032	-12.298515	9.968270	-68.224396	-44.663029	-60.456909	-15.146592	-6.861277	-18.771418	-1.941871	-71.849220	-7.638025	-6.602361	22.914076	-25.244320	-15.405508	41.297119	-63.046070	-45.180859	4.013200	-13.334179	-42.332783	-16.959005	-11.262851	-82.982613	-14.110928	-63.046070	3.236451	-28.610229	-43.109531	-30.422642	6.084528	2.459703	-622.304871	-16.441174	-33.011803	-31.717222	-99.553246	-63.046070	-60.197994	-24.726488	-6.861277	0.388374	-53.984009	-25.244320	-43.627365	-41.038204	-47.511105	-4.272116	-9.450438	26.279985	26.538900	0.129458	21.360579	-19.030334	-29.128061	-43.627365	-56.832085	-59.421246	-39.484707	38.190125	-45.439777	-9.191522	40.002537	-43.109531	-5.825613	-21.619495	-58.644497	-80.911285	-2.977535	-26.021069	27.056732	-58.385582	-53.207260	-47.770020	-52.689426	-47.511105	-19.807081	-4.531032	-40.002537	-41.038204	-15.664424	-148.747299	29.128061	53.207260	-10.486102	-85.312859	-0.129458	-26.021069	-35.342049	-48.287853	-82.982613	-56.055336	-69.001144	-10.745018	-23.431908	-40.520370	-26.279985	-48.028938	-18.253586	-35.083134	-15.405508	-22.137327	-51.653763	39.484707	9.968270	-43.368446	-38.707958	-76.768623	-40.002537	9.450438	-34.565300	-54.242924	-4.013200
-0.400024	-8.414773	-32.235054	-46.734356	-1.682955	-96.705162	-43.368446	-17.476837	-37.931210	-128.551849	-19.289249	-38.449043	3.754283	-56.314251	-46.475441	-52.948341	-24.208656	16.959005	-125.185936	-12.816347	-45.957607	-66.153061	-32.235054	-42.850616	23.172991	-35.083134	-11.521767	-25.762152	-111.204468	-37.931210	-34.824215	-54.501839	-33.529636	-43.368446	-54.760757	9.968270	-52.948341	-28.869146	-59.680161	-65.117401	-65.635231	-66.411980	-58.903412	-83.241524	-59.680161	-42.591698	-86.348518	-46.993275	-42.591698	-59.680161	-26.538900	-17.217920	-59.939079	-67.706558	-41.556034	-25.503237	-17.994669	1.424039	-54.501839	-68.742226	-21.360579	-83.241524	-116.382790	-40.261456	-50.618099	-58.126667	11.780683	-50.359180	-45.439777	-40.520370	-116.900620	-45.698692	-51.135929	-74.956215	-14.887676	-44.921944	-45.957607	-50.100266	-111.981216	-48.546768	-46.475441	-28.092398	-76.509712	-29.386978	-56.055336	23.690823	3.754283	-41.297119	-39.225788	9.191522	-46.993275	-14.628760	-71.072472	-80.911285	-49.582436	-53.725090	-3.236451	-31.199390	-8.932606	-23.690823	-4.272116	-14.628760	-19.807081	-49.323517	-84.536110	-56.573170	-21.619495	-76.768623	-45.957607	11.521767	-2.459703	-131.141006	-18.771418	-64.081734	13.075263	-79.616699	-33.529636	-48.287853	-62.269321	5.307780	-633.179321	-48.546768	-42.332783	-26.538900	-102.660233	-86.866356	-106.543976	-0.388374	-55.537506	-79.616699	-99.553246	-30.163727	-51.653763	-38.966873	-17.994669	-22.396242	-58.385582	-21.619495	-26.797817	-53.466175	3.236451	-49.064602	-34.565300	13.852012	-71.849220	-60.456909	-72.884880	-12.557431	-71.849220	-23.690823	-30.940474	-30.422642	-63.304989	-32.752888	-102.401321	-58.126667	-23.690823	-19.030334	1.165123	-60.456909	-90.232262	-43.368446	-30.422642	-69.260056	-36.895546	-31.976139	-57.608833	-89.196594	-1.424039	-194.316544	-12.039598	-16.959005	-22.914076	-50.100266	-53.466175	-50.359180	-100.847824	-64.858482	-69.518974	-50.359180	-83.241524	-62.528240	-29.904810	-36.377712	1.165123	-40.002537	-13.593096	-81.946945	-33.529636	-51.912678	-53.466175	34.047466	-18.253586	-58.903412	-77.027542	-69.518974	-98.258659	-16.959005	-53.466175	-30.940474	-10.227186
-0.400024	29.386978	-9.968270	15.923341	62.528240	9.450438	5.307780	42.591698	25.244320	-79.357788	27.574566	44.145195	8.155857	1.165123	-5.825613	32.235054	-32.493973	68.224396	-36.118797	15.664424	-33.529636	24.726488	-23.431908	43.109531	74.438377	-30.422642	49.841351	-6.343444	51.912678	8.414773	68.742226	14.369843	10.486102	38.707958	5.048864	72.884880	-1.165123	19.289249	-26.797817	-9.709353	42.591698	40.002537	7.379109	-1.424039	30.422642	17.217920	-12.298515	-2.977535	-12.557431	-18.253586	20.324915	67.965477	23.431908	19.289249	28.610229	44.404110	11.003935	90.232262	-0.129458	-37.154461	23.949739	48.287853	1.424039	-9.191522	22.914076	15.405508	49.841351	-8.155857	30.163727	91.267929	-41.814949	-0.647290	21.619495	-9.709353	34.306385	1.165123	-19.548166	7.379109	-49.582436	12.557431	-15.405508	14.887676	-18.512501	88.937683	-20.842747	94.374924	48.028938	-9.191522	44.921944	-1.941871	43.627365	20.065998	5.048864	23.690823	13.852012	-2.977535	45.180859	27.833481	34.047466	10.745018	23.431908	39.225788	40.002537	7.896941	-24.467571	9.968270	33.529636	19.030334	41.814949	70.295723	91.526840	7.638025	29.904810	-40.520370	21.360579	-31.199390	55.278587	7.896941	-8.932606	42.073868	-585.020935	32.752888	16.700089	49.841351	-40.261456	-22.396242	-17.735754	59.680161	6.861277	5.566696	-13.852012	36.118797	-13.075263	54.501839	79.357788	38.449043	20.842747	-13.334179	21.878410	75.991875	34.565300	19.548166	49.323517	38.449043	0.906206	8.414773	7.638025	36.118797	4.272116	46.734356	26.797817	12.298515	-12.557431	41.038204	34.047466	-35.342049	19.289249	43.368446	-5.825613	16.959005	-44.404110	24.726488	88.160934	-21.360579	8.155857	-10.227186	13.075263	-12.816347	65.376320	-133.471252	28.869146	67.706558	91.267929	-0.647290	-10.745018	-24.208656	-5.307780	-15.146592	-8.414773	-4.531032	-8.155857	-4.013200	30.163727	50.100266	9.191522	48.028938	36.377712	11.003935	21.101662	25.244320	-10.486102	99.035408	20.583830	64.599571	7.120193	9.450438	8.932606	67.447647	-0.906206	1.682955	5.566696
-0.400024	50.359180	36.895546	59.680161	62.528240	40.261456	4.789948	61.233658	56.055336	-0.906206	75.474045	82.723694	47.770020	39.225788	13.334179	48.805687	11.003935	46.475441	17.476837	57.349918	15.923341	44.404110	45.698692	47.770020	67.188728	19.807081	27.833481	64.081734	78.581039	103.178070	62.269321	37.931210	66.670898	59.939079	64.599571	98.517578	33.011803	93.857086	7.896941	23.949739	86.348518	78.063202	81.429115	71.331390	108.097473	75.991875	50.359180	45.698692	-11.003935	33.011803	77.027542	89.196594	83.500443	76.250793	89.455513	72.108131	28.610229	102.142403	16.959005	10.745018	127.516182	114.311462	17.735754	14.369843	27.574566	111.204468	33.788551	-2.459703	89.973343	86.348518	30.940474	15.664424	63.046070	44.921944	39.484707	-0.129458	-14.369843	44.145195	29.904810	55.796421	0.647290	57.091000	-23.431908	101.106735	-1.682955	87.125267	70.036804	45.439777	71.331390	40.779285	43.627365	66.929810	45.180859	-7.379109	15.664424	17.217920	49.841351	54.242924	12.557431	60.456909	52.689426	26.279985	27.574566	41.556034	29.128061	60.456909	81.429115	117.159538	-10.227186	115.088211	125.703766	92.821426	83.500443	13.593096	45.180859	57.091000	98.517578	20.583830	57.091000	45.439777	-523.398926	72.367050	48.805687	67.447647	-13.593096	51.653763	72.625969	82.205864	53.466175	29.904810	13.593096	48.805687	59.162331	104.472649	57.349918	5.825613	48.028938	67.965477	27.833481	114.311462	81.688034	57.091000	35.342049	55.019672	6.602361	-11.780683	42.332783	36.377712	19.289249	79.357788	81.688034	-3.236451	0.129458	125.962685	66.153061	11.521767	74.438377	71.590302	22.914076	37.672295	-34.047466	67.447647	94.892754	70.295723	-16.959005	33.529636	78.063202	29.645893	98.517578	-120.007614	63.563904	105.767227	123.632439	11.262851	45.698692	5.307780	16.700089	29.386978	19.548166	74.697296	20.324915	70.036804	44.404110	48.805687	50.877014	38.707958	36.377712	96.705162	76.768623	89.455513	15.923341	88.937683	101.883484	83.500443	72.884880	54.501839	64.599571	125.444855	4.013200	24.985405	70.813553
-0.400024	64.599571	50.618099	47.770020	24.467571	38.190125	3.495367	76.250793	51.912678	-1.424039	86.866356	40.520370	65.117401	57.091000	27.833481	55.019672	52.948341	57.349918	-7.120193	18.512501	35.342049	14.887676	65.894150	21.878410	-0.388374	67.447647	14.369843	52.430511	63.046070	81.170197	35.083134	-7.379109	17.735754	47.511105	52.171597	46.475441	56.055336	77.804291	37.931210	68.224396	56.314251	41.297119	95.410583	50.877014	64.340652	81.170197	45.439777	55.019672	31.717222	81.688034	46.734356	71.331390	90.232262	58.903412	41.038204	42.591698	85.830688	60.974743	41.556034	59.939079	81.429115	98.776497	-2.718619	62.010406	6.084528	68.742226	49.582436	30.163727	91.785759	59.680161	30.940474	61.492577	19.807081	28.610229	23.690823	15.664424	-29.645893	56.314251	31.717222	64.340652	67.965477	44.921944	-25.244320	66.411980	29.386978	59.162331	38.707958	14.110928	2.459703	27.574566	72.367050	64.858482	31.199390	9.191522	31.199390	-10.745018	-12.557431	38.190125	13.852012	38.190125	17.735754	1.941871	31.717222	-31.976139	19.807081	51.653763	56.055336	93.339256	-38.966873	56.055336	112.499046	51.394848	57.091000	89.714432	57.091000	50.100266	59.421246	49.841351	59.421246	53.725090	-491.034393	60.197994	27.574566	76.250793	28.092398	87.125267	82.205864	42.073868	60.974743	32.235054	31.458307	5.307780	55.796421	71.331390	74.697296	-19.289249	79.357788	33.270718	38.190125	134.765839	90.232262	8.155857	-6.084528	20.065998	41.297119	8.155857	78.839951	27.315649	63.304989	65.117401	76.509712	33.270718	20.324915	68.483307	70.554642	3.236451	67.965477	58.644497	60.715828	7.379109	-14.628760	38.966873	92.821426	58.644497	24.985405	45.957607	28.610229	49.841351	110.686638	-140.203064	80.134537	90.491180	87.125267	30.422642	-31.458307	27.056732	-19.030334	53.466175	19.548166	31.458307	90.750092	33.270718	17.476837	45.180859	93.339256	32.235054	30.681559	84.795021	69.260056	68.483307	56.573170	111.204468	66.670898	70.554642	72.625969	39.743622	63.304989	59.421246	42.073868	35.342049	65.117401
-0.400024	84.536110	-5.048864	-4.272116	30.163727	26.021069	5.825613	71.331390	43.368446	4.013200	8.155857	23.690823	51.653763	21.360579	11.521767	51.912678	17.735754	39.225788	-7.120193	64.340652	39.484707	5.307780	65.635231	-31.717222	2.977535	-4.789948	33.270718	55.796421	86.089607	34.047466	44.663029	-10.227186	-17.994669	21.360579	41.814949	72.108131	26.538900	83.500443	-5.048864	108.356392	60.197994	53.725090	60.974743	69.001144	26.279985	62.010406	45.957607	69.518974	100.329987	72.367050	60.974743	45.439777	68.224396	31.717222	87.125267	34.824215	67.447647	-4.013200	15.923341	31.976139	24.985405	86.607437	12.557431	48.287853	0.388374	45.957607	30.940474	-16.441174	85.571770	53.984009	51.394848	114.570374	27.574566	58.903412	54.760757	30.681559	6.343444	67.188728	48.805687	60.456909	43.886280	29.128061	58.385582	87.902016	43.627365	100.588905	35.600964	-4.272116	15.664424	6.343444	58.903412	49.064602	15.146592	45.439777	25.503237	49.064602	17.994669	62.787155	-8.414773	4.789948	12.816347	30.422642	19.030334	-46.216526	42.591698	46.216526	78.322121	10.745018	19.548166	50.877014	91.267929	31.976139	51.135929	68.483307	47.252190	26.538900	27.056732	79.616699	3.495367	102.401321	-491.552216	12.816347	18.771418	50.877014	67.447647	42.850616	54.760757	-17.476837	75.215126	37.154461	47.770020	51.135929	43.886280	30.422642	21.878410	-42.332783	26.021069	24.467571	72.625969	36.895546	94.892754	57.867748	5.307780	44.145195	23.949739	18.771418	51.394848	14.110928	69.260056	41.297119	82.982613	96.705162	5.048864	35.600964	83.500443	23.431908	58.644497	18.771418	31.717222	10.745018	-2.200787	13.075263	75.732964	70.554642	11.262851	69.518974	71.331390	72.625969	105.508316	141.497650	58.903412	74.956215	88.678764	55.019672	4.272116	1.682955	48.805687	1.682955	-7.638025	37.931210	70.554642	7.896941	57.091000	23.690823	53.725090	25.244320	45.439777	65.894150	50.877014	-1.941871	33.270718	39.484707	33.788551	36.895546	21.101662	10.745018	104.731567	11.262851	82.982613	42.591698	84.536110
-0.400024	72.108131	48.546768	-10.745018	32.235054	14.369843	-15.146592	77.286453	61.751492	-5.566696	35.342049	13.075263	58.126667	35.342049	22.396242	7.638025	2.459703	66.670898	73.661629	21.878410	36.636627	-21.619495	7.379109	28.610229	5.048864	6.084528	44.145195	4.272116	46.734356	14.887676	42.591698	50.100266	-49.841351	64.599571	65.117401	57.867748	25.762152	55.537506	-13.075263	80.393448	38.707958	68.742226	41.814949	23.949739	23.949739	75.474045	21.619495	78.581039	68.483307	44.145195	109.909889	42.073868	58.126667	21.360579	73.143799	71.849220	107.061806	8.155857	69.001144	50.877014	2.459703	73.402718	60.974743	33.270718	4.789948	70.036804	24.208656	-0.129458	65.376320	33.529636	53.725090	115.088211	26.797817	70.295723	76.509712	5.048864	44.145195	65.635231	38.966873	37.931210	65.894150	43.627365	58.385582	47.511105	73.920547	22.396242	49.323517	6.084528	42.591698	23.431908	58.385582	55.278587	63.563904	13.593096	11.003935	78.581039	13.075263	28.092398	-33.529636	27.574566	21.101662	-4.789948	15.146592	-21.360579	29.645893	27.574566	38.449043	37.672295	24.467571	12.816347	98.776497	28.351313	69.260056	-24.985405	52.430511	50.359180	-0.388374	38.449043	11.262851	44.145195	-451.161316	41.038204	8.932606	64.081734	72.108131	42.332783	53.984009	-0.388374	60.974743	45.439777	58.385582	59.162331	42.073868	93.339256	84.536110	39.225788	29.128061	79.357788	0.647290	-1.682955	95.669502	88.678764	-13.075263	65.635231	24.726488	15.923341	87.125267	69.001144	49.582436	61.492577	41.297119	74.956215	26.797817	65.894150	74.179466	91.526840	42.591698	-4.531032	-4.789948	30.940474	65.376320	21.619495	79.616699	53.984009	29.128061	71.849220	46.475441	103.695900	71.072472	1236.971680	42.591698	74.956215	67.965477	15.923341	48.805687	17.994669	78.581039	-19.030334	-6.861277	32.493973	63.822819	5.566696	58.644497	30.422642	42.591698	56.573170	47.511105	79.098869	37.413376	38.966873	74.956215	60.715828	-5.566696	51.912678	6.602361	-21.619495	86.089607	63.822819	87.643105	49.323517	78.581039
-0.400024	38.190125	15.146592	-4.531032	40.002537	11.780683	31.717222	57.608833	43.627365	-13.852012	49.064602	-17.735754	33.788551	-2.977535	51.394848	4.789948	-0.906206	21.619495	72.108131	4.531032	3.754283	12.039598	9.191522	9.191522	14.628760	46.475441	60.456909	-20.842747	-10.486102	2.459703	62.787155	75.732964	-49.582436	41.038204	62.010406	-22.396242	-18.771418	72.367050	8.673690	14.628760	55.278587	44.663029	34.565300	-23.172991	24.985405	37.154461	32.235054	24.985405	59.162331	42.850616	118.971947	30.422642	41.556034	8.155857	26.279985	50.618099	76.509712	-22.137327	26.797817	-4.272116	37.931210	45.180859	34.565300	20.842747	-1.941871	80.393448	0.388374	7.896941	33.788551	21.101662	65.376320	116.123871	16.700089	45.957607	56.314251	-5.307780	57.091000	27.833481	3.754283	15.405508	45.957607	11.521767	49.064602	80.393448	59.421246	24.208656	43.886280	-9.968270	9.450438	-15.146592	87.384186	44.145195	76.768623	30.422642	49.841351	23.949739	-4.013200	-16.959005	-13.852012	-24.467571	36.118797	34.824215	5.307780	27.574566	37.413376	-34.306385	-8.414773	55.278587	15.405508	14.628760	46.993275	23.949739	42.591698	-12.298515	57.867748	36.895546	-31.717222	2.459703	26.279985	13.852012	-463.071442	62.269321	3.495367	108.615303	41.297119	39.225788	75.732964	13.852012	30.681559	17.476837	-17.476837	61.492577	9.968270	88.419853	52.948341	60.456909	40.779285	33.270718	1.165123	8.155857	123.373520	44.145195	-14.628760	40.261456	65.635231	18.512501	60.456909	31.976139	80.652367	49.064602	35.083134	4.272116	-17.994669	47.252190	5.825613	20.065998	14.628760	-21.619495	-49.323517	7.896941	119.489784	55.278587	34.565300	18.253586	7.120193	76.768623	31.199390	49.323517	9.709353	1654.862305	4.272116	40.520370	36.636627	-20.583830	40.520370	65.117401	46.475441	-26.021069	-18.512501	15.923341	44.145195	8.932606	22.396242	-11.003935	52.430511	12.039598	38.190125	99.553246	41.297119	30.940474	43.886280	71.072472	9.709353	6.602361	-8.673690	-69.518974	70.813553	69.001144	30.940474	77.545372	9.968270
-0.400024	8.932606	45.698692	9.450438	34.824215	-36.636627	56.055336	30.940474	63.304989	3.495367	28.869146	-36.118797	-4.789948	-20.583830	71.331390	-4.789948	-10.227186	-2.200787	28.869146	39.225788	42.332783	33.529636	16.441174	11.003935	-4.272116	90.232262	41.038204	-36.895546	-2.977535	38.190125	43.109531	96.187332	-59.680161	29.386978	13.593096	-78.322121	-26.538900	-19.548166	-0.906206	-56.055336	24.467571	64.340652	36.118797	-20.324915	10.745018	30.681559	11.780683	-51.653763	48.546768	44.921944	81.429115	33.270718	95.410583	32.493973	10.227186	20.842747	69.260056	-13.852012	-4.013200	0.129458	29.386978	40.520370	-11.262851	12.039598	34.306385	34.824215	-43.368446	24.726488	-9.450438	9.191522	54.501839	39.225788	4.531032	15.146592	45.439777	-2.459703	33.788551	1.682955	-58.903412	-4.531032	-26.021069	-28.092398	81.429115	58.903412	38.190125	-32.752888	-14.887676	37.672295	-7.896941	-24.208656	20.583830	-41.297119	28.869146	36.118797	67.965477	-36.118797	-28.869146	-25.244320	24.726488	6.602361	12.816347	25.244320	25.244320	49.841351	26.538900	-14.887676	26.538900	65.376320	34.565300	14.628760	25.244320	31.717222	30.940474	29.128061	42.591698	0.388374	-44.145195	2.718619	11.003935	40.002537	-419.832458	32.752888	-21.878410	51.135929	62.010406	-4.789948	37.672295	1.682955	64.858482	29.128061	14.887676	27.574566	-5.825613	58.644497	36.118797	-16.441174	17.217920	8.932606	-9.191522	5.307780	61.751492	11.521767	-43.886280	-7.120193	27.833481	-15.146592	13.334179	57.608833	56.832085	28.610229	-19.030334	7.379109	5.825613	46.475441	36.377712	54.760757	27.315649	19.807081	-27.574566	-12.298515	34.824215	30.422642	1.941871	13.075263	36.377712	50.618099	17.994669	75.732964	24.467571	1740.822388	-40.261456	-0.388374	15.146592	-25.503237	34.306385	115.606041	20.065998	-16.441174	1.941871	-12.557431	-14.110928	-2.718619	-12.298515	-5.566696	61.233658	5.825613	53.984009	37.931210	5.566696	-9.450438	33.270718	55.019672	7.638025	48.028938	-11.780683	-60.974743	15.923341	9.709353	-4.013200	44.404110	30.422642
-0.400024	7.379109	23.431908	2.977535	64.340652	-4.272116	4.272116	12.557431	21.101662	-12.039598	44.663029	16.441174	4.013200	56.832085	91.526840	53.207260	-2.977535	-29.128061	17.994669	22.396242	48.546768	4.272116	27.833481	25.762152	-9.450438	34.565300	52.689426	-49.323517	13.334179	35.083134	40.520370	40.002537	-35.083134	-4.013200	-0.647290	-59.162331	-10.486102	-9.191522	-3.236451	-57.091000	16.182257	52.948341	28.869146	6.861277	17.735754	49.323517	13.852012	-70.036804	23.431908	12.557431	91.526840	-29.904810	20.324915	18.253586	2.459703	34.565300	17.476837	30.681559	-18.512501	-21.360579	25.762152	15.146592	32.752888	49.064602	2.977535	44.921944	-53.207260	29.904810	11.780683	13.593096	3.754283	51.912678	32.493973	4.789948	74.697296	-26.797817	-1.941871	13.334179	-73.402718	-2.718619	-2.718619	-17.994669	95.151665	47.252190	24.467571	-5.048864	-22.396242	51.394848	-7.120193	-0.906206	-17.735754	-40.261456	52.430511	-16.441174	70.554642	-87.384186	30.163727	22.914076	4.013200	29.645893	11.780683	-2.718619	5.566696	-4.013200	31.976139	-12.557431	-5.307780	88.937683	17.217920	24.985405	8.155857	22.396242	56.832085	48.805687	30.163727	-0.129458	-38.449043	-9.709353	-32.493973	20.324915	-430.965851	29.128061	-18.771418	38.966873	29.128061	28.869146	31.458307	-24.726488	34.824215	-21.101662	32.752888	-8.673690	-34.565300	43.109531	1.165123	-2.977535	23.431908	6.343444	-8.932606	-14.110928	23.172991	25.244320	-52.689426	-22.396242	46.475441	-13.334179	2.977535	52.430511	28.351313	-14.369843	-11.521767	-33.011803	-15.664424	71.849220	53.207260	57.349918	31.199390	14.110928	-22.137327	-54.242924	-1.941871	-42.332783	-56.573170	16.700089	25.244320	39.484707	4.272116	57.608833	0.129458	1676.870117	-15.664424	-8.673690	22.396242	20.842747	42.332783	60.974743	48.028938	-4.789948	-3.236451	-31.458307	20.842747	-11.780683	-38.707958	-9.191522	8.932606	12.039598	52.948341	36.118797	-5.048864	-14.369843	21.101662	35.342049	8.414773	40.520370	12.816347	-111.204468	2.459703	-17.217920	-17.476837	4.272116	-7.120193
